,title,director,actor0,actor1,genre0,genre1,district,rate,rm
1658,单身男女,杜琪峰,古天乐,吴彦祖,喜剧,爱情,香港,6.8,0
1659,老男孩猛龙过江,肖央,肖央,王太利,剧情,喜剧,中国大陆,5.7,0
1660,窃听风云2,麦兆辉 ,古天乐,刘青云,剧情,动作,香港,7.5,1
1661,少林足球,周星驰,周星驰,赵薇,喜剧,动作,香港,7.1,1
1662,非诚勿扰,冯小刚,葛优,舒淇,喜剧,爱情,中国大陆,7.1,1
1663,澳门风云,王晶 ,周润发,谢霆锋,喜剧,动作,中国大陆,5.7,0
1664,长江七号,周星驰,周星驰,徐娇,剧情,喜剧,中国大陆,6.2,0
1665,一生一世,邹佡,谢霆锋,高圆圆,爱情,UNK,中国大陆,5.1,0
1667,分手合约,吴基焕,白百何,彭于晏,爱情,UNK,中国大陆,5.7,0
1668,画皮,陈嘉上 ,甄子丹,周迅,剧情,动作,中国大陆,6.5,0
1669,窃听风云,麦兆辉 ,刘青云,古天乐,剧情,动作,香港,7.4,1
1670,等风来,滕华涛,倪妮,井柏然,喜剧,爱情,中国大陆,5.6,0
1671,一九四二,冯小刚,张国立,张默,剧情,历史,中国大陆,7.2,1
1672,非诚勿扰2,冯小刚,葛优,舒淇,喜剧,爱情,中国大陆,6.5,0
1673,女朋友○男朋友,杨雅喆,桂纶镁,张孝全,剧情,爱情,台湾,7.5,1
1675,听风者,麦兆辉 ,梁朝伟,周迅,剧情,悬疑,中国大陆,6.8,0
1676,叶问,叶伟信,甄子丹,任达华,剧情,动作,香港,7.6,1
1677,山楂树之恋,张艺谋,周冬雨,窦骁,剧情,爱情,中国大陆,6.6,0
1678,十月围城,陈德森,甄子丹,王学圻,剧情,动作,香港,7.7,1
1679,龙门飞甲,徐克,李连杰,周迅,动作,武侠,中国大陆,6.7,0
1680,101次求婚,陈正道,黄渤,林志玲,爱情,UNK,中国大陆,5.7,0
1681,画皮2,乌尔善,周迅,赵薇,动作,爱情,中国大陆,5.9,0
1682,2046,王家卫,梁朝伟,章子怡,剧情,爱情,香港,7.3,1
1683,海角七号,魏德圣,范逸臣,田中千绘,剧情,喜剧,台湾,7.5,1
1684,新警察故事,陈木胜,成龙,谢霆锋,剧情,动作,中国大陆,7.1,1
1685,西游记之大闹天宫,郑保瑞,甄子丹,周润发,动作,奇幻,中国大陆,4.2,0
1686,杀生,管虎,黄渤,苏有朋,剧情,悬疑,中国大陆,7.5,1
1687,闺蜜,黄真真,陈意涵,薛凯琪,喜剧,爱情,中国大陆,5.5,0
1689,黄金大劫案,宁浩,雷佳音,陶虹,剧情,喜剧,中国大陆,6.8,0
1690,整容日记,林爱华,白百何,郑中基,喜剧,爱情,中国大陆,4.5,0
1691,警察故事2013,丁晟,成龙,刘烨,剧情,动作,中国大陆,5.7,0
1692,僵尸,麦浚龙,钱小豪,惠英红,剧情,动作,香港,7.7,1
1693,前度,麦曦茵,陈伟霆,钟欣潼,爱情,UNK,香港,7.1,1
1694,如果·爱,陈可辛 ,周迅,金城武,剧情,爱情,中国大陆,7.6,1
1696,观音山,李玉,张艾嘉,范冰冰,剧情,爱情,中国大陆,7.1,1
1697,英雄,张艺谋,李连杰,梁朝伟,剧情,动作,中国大陆,6.6,0
1698,天台爱情,周杰伦,周杰伦,王学圻,喜剧,动作,中国大陆,6.9,0
1699,头文字D,刘伟强 ,周杰伦,黄秋生,剧情,动作,香港,6.7,0
1700,杀破狼,叶伟信,甄子丹,洪金宝,剧情,动作,香港,7.1,1
1701,门徒,尔冬升,刘德华,吴彦祖,剧情,惊悚,香港,7.4,1
1702,黑社会,杜琪峰,任达华,梁家辉,剧情,惊悚,香港,7.7,1
1703,全城热恋,夏永康 ,张学友,刘若英,喜剧,爱情,香港,6.3,0
1704,狄仁杰之通天帝国,徐克,刘德华,刘嘉玲,剧情,动作,中国大陆,6.4,0
1705,京城81号,叶伟民,吴镇宇,林心如,剧情,悬疑,中国大陆,5.0,0
1706,蓝莓之夜,王家卫,诺拉·琼斯,裘德·洛,剧情,爱情,中国大陆,7.6,1
1707,苏州河,娄烨,周迅,贾宏声,剧情,爱情,中国,7.8,1
1708,一夜惊喜,金依萌,范冰冰,李治廷,喜剧,爱情,中国大陆,5.7,0
1710,青春派,刘杰,董子健,秦海璐,剧情,爱情,中国大陆,7.5,1
1711,我想和你好好的,李蔚然,冯绍峰,倪妮,剧情,爱情,中国大陆,5.8,0
1712,不二神探,王子鸣,文章,李连杰,喜剧,动作,中国大陆,4.7,0
1713,风暴,袁锦麟,刘德华,姚晨,动作,犯罪,香港,6.4,0
1714,集结号,冯小刚,张涵予,胡军,剧情,传记,中国大陆,7.8,1
1715,浮城谜事,娄烨,郝蕾,秦昊,剧情,UNK,中国大陆,7.2,1
1716,二次曝光,李玉,范冰冰,冯绍峰,剧情,爱情,中国大陆,6.1,0
1718,太阳照常升起,姜文,房祖名,周韵,剧情,UNK,中国大陆,7.9,1
1719,等一个人咖啡,江金霖,宋芸桦,布鲁斯,喜剧,爱情,台湾,5.9,0
1721,天下无双,刘镇伟,梁朝伟,王菲,喜剧,动作,中国大陆,6.9,0
1722,南京！南京！,陆川,刘烨,高圆圆,剧情,历史,中国大陆,7.5,1
1723,紫日,冯小宁,富大龙,前田知惠,剧情,战争,中国大陆,7.9,1
1724,叶问2：宗师传奇,叶伟信,甄子丹,洪金宝,动作,传记,中国大陆,7.3,1
1725,白鹿原,王全安,张丰毅,张雨绮,剧情,历史,中国大陆,6.2,0
1726,夺命金,杜琪峰,刘青云,何韵诗,剧情,犯罪,香港,7.1,1
1728,神话,唐季礼,成龙,金喜善,剧情,喜剧,中国大陆,6.1,0
1729,大魔术师,尔冬升,梁朝伟,刘青云,剧情,喜剧,中国大陆,6.6,0
1730,不再让你孤单,刘伟强,刘烨,舒淇,剧情,爱情,香港,7.0,1
1731,建国大业,韩三平 ,唐国强,张国立,剧情,历史,中国大陆,6.1,0
1732,大腕,冯小刚,葛优,关之琳,喜剧,UNK,中国大陆,7.7,1
1733,河东狮吼,马伟豪,张柏芝,古天乐,喜剧,UNK,中国大陆,6.7,0
1735,杜拉拉升职记,徐静蕾,徐静蕾,黄立行,剧情,喜剧,中国大陆,5.7,0
1737,将爱情进行到底,张一白,李亚鹏,徐静蕾,剧情,爱情,中国大陆,6.6,0
1739,海洋天堂,薛晓路,李连杰,文章,剧情,UNK,中国大陆,7.9,1
1741,黑社会2：以和为贵,杜琪峰,古天乐,任达华,剧情,惊悚,香港,7.5,1
1742,最爱,顾长卫,章子怡,郭富城,剧情,爱情,中国大陆,7.2,1
1743,星空,林书宇,徐娇,林晖闵,剧情,爱情,中国大陆,7.1,1
1744,满城尽带黄金甲,张艺谋,周润发,巩俐,剧情,动作,中国大陆,5.1,0
1747,东京审判,高群书,刘松仁,朱孝天,剧情,历史,中国大陆,7.3,1
1749,第36个故事,萧雅全,桂纶镁,林辰唏,剧情,喜剧,台湾,7.7,1
1750,救火英雄,郭子健,谢霆锋,余文乐,动作,灾难,香港,7.3,1
1751,爱情呼叫转移,张建亚,徐峥,刘仪伟,喜剧,爱情,中国大陆,6.4,0
1754,白发魔女传之明月天国,张之亮,范冰冰,黄晓明,动作,爱情,中国大陆,3.8,0
1755,斗牛,管虎,黄渤,闫妮,剧情,喜剧,中国,7.6,1
1756,十面埋伏,张艺谋,章子怡,刘德华,剧情,武侠,中国大陆,5.5,0
1757,线人,林超贤,谢霆锋,张家辉,剧情,动作,香港,7.3,1
1759,手机,冯小刚,张国立,葛优,剧情,喜剧,中国大陆,7.3,1
1760,武侠,陈可辛,甄子丹,金城武,剧情,动作,香港,6.6,0
1762,非常完美,金依萌,章子怡,范冰冰,喜剧,爱情,中国大陆,6.1,0
1763,无极,陈凯歌,张东健,张柏芝,剧情,动作,中国大陆,4.5,0
1764,放·逐,杜琪峰,黄秋生,吴镇宇,惊悚,犯罪,香港,7.8,1
1765,大明劫,王竞,冯远征,戴立忍,剧情,历史,中国大陆,7.7,1
1766,一个陌生女人的来信,徐静蕾,徐静蕾,姜文,剧情,UNK,中国大陆,7.5,1
1767,我愿意,孙周,李冰冰,孙红雷,喜剧,爱情,中国大陆,5.9,0
1768,魔警,林超贤,吴彦祖,张家辉,动作,悬疑,香港,5.9,0
1769,瘦身男女,杜琪峰 ,刘德华,郑秀文,喜剧,爱情,香港,6.7,0
1770,人间·小团圆,彭浩翔,古天乐,曾志伟,剧情,UNK,香港,5.2,0
1773,消失的子弹,罗志良,谢霆锋,刘青云,动作,悬疑,中国大陆,6.5,0
1774,翻滚吧！阿信,林育贤,彭于晏,林辰唏,剧情,喜剧,台湾,7.1,1
1776,赤壁(上),吴宇森,梁朝伟,金城武,剧情,动作,中国大陆,6.3,0
1777,夜宴,冯小刚,章子怡,葛优,剧情,动作,中国大陆,5.5,0
1778,夜·店,杨庆,徐峥,李小璐,喜剧,UNK,中国,6.6,0
1779,投名状,陈可辛 ,李连杰,金城武,剧情,动作,中国大陆,6.8,0
1780,武林外传,尚敬,闫妮,姚晨,喜剧,动作,中国大陆,6.4,0
1781,边境风云,程耳,孙红雷,王珞丹,剧情,犯罪,中国大陆,7.6,1
1783,保持通话,陈木胜,古天乐,徐熙媛,动作,UNK,香港,6.7,0
1786,爸爸去哪儿,谢涤葵 ,林志颖,小小志,喜剧,家庭,中国大陆,6.2,0
1788,新宿事件,尔冬升,成龙,竹中直人,剧情,惊悚,香港,7.2,1
1790,枪王之王,尔冬升,古天乐,吴彦祖,动作,悬疑,香港,6.6,0
1791,剑雨,苏照彬,杨紫琼,郑雨盛,动作,武侠,中国大陆,6.9,0
1793,赵氏孤儿,陈凯歌,葛优,王学圻,剧情,动作,中国大陆,5.9,0
1796,向左走．向右走,杜琪峰 ,金城武,梁咏琪,爱情,UNK,香港,6.9,0
1797,江湖告急,林超贤,梁家辉,吴君如,喜剧,犯罪,香港,7.5,1
1799,新少林寺,陈木胜,刘德华,谢霆锋,剧情,动作,中国大陆,5.9,0
1800,全球热恋,陈国辉 ,刘若英,郭富城,喜剧,爱情,中国大陆,5.7,0
1801,锦衣卫,李仁港,甄子丹,赵薇,剧情,动作,中国大陆,6.0,0
1802,万有引力,赵天宇,文章,白百何,剧情,喜剧,中国大陆,6.5,0
1803,痞子英雄之全面开战,蔡岳勋,黄渤,赵又廷,剧情,动作,中国大陆,6.4,0
1805,赤裸特工,程小东,李美琪,安雅,剧情,动作,香港,6.4,0
1806,太极1：从零开始,冯德伦,袁晓超,梁家辉,喜剧,动作,中国大陆,5.7,0
1808,四大名捕大结局,陈嘉上 ,邓超,刘亦菲,动作,爱情,中国大陆,4.6,0
1809,四大名捕2,陈嘉上 ,邓超,刘亦菲,动作,悬疑,中国大陆,4.8,0
1810,逃出生天,彭发 ,古天乐,刘青云,剧情,灾难,香港,6.8,0
1811,大灌篮,朱延平,周杰伦,陈柏霖,喜剧,运动,中国大陆,5.2,0
1812,临时同居,卓韵芝,张家辉,郑秀文,喜剧,爱情,香港,5.0,0
1813,意外,郑保瑞,古天乐,任贤齐,惊悚,UNK,香港,7.2,1
1814,恋爱通告,王力宏,王力宏,刘亦菲,喜剧,爱情,台湾,6.0,0
1815,第一次,韩延,杨颖,赵又廷,爱情,UNK,中国大陆,6.2,0
1816,情癫大圣,刘镇伟,谢霆锋,蔡卓妍,剧情,喜剧,中国大陆,5.3,0
1817,盛夏光年,陈正道,张睿家,张孝全,剧情,爱情,台湾,7.2,1
1818,宫锁沉香,潘安子,周冬雨,陈晓,剧情,爱情,中国大陆,4.8,0
1819,大内密探灵灵狗,王晶,古天乐,徐熙媛,喜剧,UNK,香港,5.0,0
1820,证人,林超贤,谢霆锋,张静初,动作,惊悚,香港,7.2,1
1822,危险关系,许秦豪,章子怡,张东健,剧情,爱情,中国大陆,5.8,0
1823,云水谣,尹力,陈坤,徐若瑄,剧情,爱情,中国大陆,6.9,0
1824,女人不坏,徐克,周迅,桂纶镁,喜剧,UNK,中国大陆,6.0,0
1825,孔雀,顾长卫,张静初,冯瓅,剧情,家庭,中国大陆,7.8,1
1827,四大名捕,陈嘉上 ,邓超,刘亦菲,动作,爱情,中国大陆,5.0,0
1830,狗咬狗,郑保瑞,陈冠希,李璨琛,剧情,动作,香港,7.9,1
1833,越光宝盒,刘镇伟,孙俪,郑中基,喜剧,奇幻,中国大陆,5.2,0
1834,赤壁(下),吴宇森,梁朝伟,金城武,剧情,动作,中国大陆,6.4,0
1835,非常幸运,丹尼·高顿,章子怡,王力宏,喜剧,爱情,中国大陆,4.5,0
1837,导火线,叶伟信,甄子丹,古天乐,动作,UNK,香港,6.9,0
1839,大兵小将,丁晟,成龙,王力宏,喜剧,动作,中国大陆,6.9,0
1840,立春,顾长卫,蒋雯丽,张瑶,剧情,音乐,中国,7.9,1
1842,倩女幽魂,叶伟信,刘亦菲,古天乐,剧情,惊悚,中国大陆,5.3,0
1844,一页台北,陈骏霖,郭采洁,姚淳耀,喜剧,爱情,台湾,6.6,0
1845,我们天上见,蒋雯丽,朱旭,姚君,剧情,家庭,中国大陆,8.6,1
1847,反贪风暴,林德禄,古天乐,林家栋,剧情,动作,香港,5.5,0
1848,蓝色骨头,崔健,赵有亮,倪虹洁,剧情,音乐,中国大陆,6.7,0
1850,巴尔扎克与小裁缝,戴思杰,周迅,刘烨,剧情,爱情,中国,7.7,1
1851,大上海,王晶,周润发,黄晓明,剧情,动作,中国大陆,6.6,0
1852,宅女侦探桂香,彭顺,王珞丹,周渝民,喜剧,爱情,中国大陆,4.1,0
1857,大块头有大智慧,杜琪峰 ,刘德华,张柏芝,剧情,动作,香港,6.3,0
1858,画壁,陈嘉上,邓超,孙俪,剧情,动作,中国大陆,4.4,0
1859,异度空间,罗志良,张国荣,林嘉欣,惊悚,恐怖,香港,7.4,1
1861,三峡好人,贾樟柯,赵涛,韩三明,剧情,爱情,中国大陆,7.9,1
1865,麦兜响当当,谢立文,吴君如(粤语),黄秋生(粤语),喜剧,动画,中国大陆,7.3,1
1866,低俗喜剧,彭浩翔,杜汶泽,邵音音,喜剧,情色,香港,6.3,0
1868,游园惊梦,杨凡,王祖贤,宫泽理惠,剧情,同性,香港,7.5,1
1869,王的盛宴,陆川,刘烨,吴彦祖,历史,古装,中国大陆,5.2,0
1870,新扎师妹,马伟豪,杨千嬅,吴彦祖,喜剧,爱情,香港,7.6,1
1871,爱有来生,俞飞鸿,俞飞鸿,段奕宏,剧情,爱情,中国,7.5,1
1872,白蛇传说,程小东,李连杰,黄圣依,动作,爱情,中国大陆,4.8,0
1874,追爱大布局,赖俊羽,陈柏霖,陈意涵,喜剧,爱情,台湾,6.0,0
1877,钟无艳,杜琪峰 ,郑秀文,梅艳芳,喜剧,奇幻,香港,6.6,0
1881,金鸡,赵良骏,吴君如,曾志伟,剧情,喜剧,香港,8.1,1
1884,十二夜,林爱华,张柏芝,陈奕迅,剧情,UNK,香港,7.9,1
1885,太极2：英雄崛起,冯德伦,梁家辉,袁晓超,喜剧,动作,中国大陆,6.0,0
1886,十全九美,王岳伦,立威廉,黄奕,喜剧,UNK,中国,5.2,0
1887,枪王,罗志良,张国荣,方中信,动作,惊悚,香港,8.0,1
1888,硬汉2：奉陪到底,丁晟,刘烨,焦恩俊,动作,爱情,中国大陆,6.4,0
1890,金鸡SSS,邹凯光,吴君如,古天乐,剧情,喜剧,香港,6.3,0
1891,千机变Ⅱ花都大战,元奎 ,钟欣潼,蔡卓妍,喜剧,动作,中国大陆,5.3,0
1893,鸿门宴传奇,李仁港,黎明,冯绍峰,剧情,动作,中国大陆,6.3,0
1894,魁拔之十万火急,王川,竹内顺子,关俊彦,动画,儿童,中国大陆,7.8,1
1895,寻枪,陆川,姜文,宁静,剧情,悬疑,中国,7.5,1
1897,千机变,林超贤 ,钟欣潼,蔡卓妍,喜剧,动作,香港,5.7,0
1898,月满轩尼诗,岸西,张学友,汤唯,喜剧,爱情,香港,6.7,0
1899,雪花秘扇,王颖,李冰冰,全智贤,剧情,历史,中国大陆,5.6,0
1900,我11,王小帅,闫妮,刘文卿,剧情,犯罪,中国大陆,7.2,1
1901,逆战,林超贤,周杰伦,谢霆锋,剧情,动作,香港,6.4,0
1905,Hello！树先生,韩杰,王宝强,谭卓,剧情,喜剧,中国大陆,7.0,1
1906,硬汉,丁晟,刘烨,黄秋生,喜剧,动作,中国大陆,6.1,0
1907,每当变幻时,罗永昌,杨千嬅,陈奕迅,剧情,喜剧,中国大陆,7.8,1
1909,秦时明月之龙腾万里,沈乐平,冯骏骅,季冠霖,动画,奇幻,中国大陆,6.8,0
1910,伤城,刘伟强 ,梁朝伟,金城武,剧情,惊悚,中国大陆,6.8,0
1911,婚前试爱,叶念琛,周秀娜,罗仲谦,剧情,爱情,香港,5.7,0
1916,飞越老人院,张扬,许还山,吴天明,剧情,喜剧,中国大陆,7.8,1
1917,血滴子,刘伟强,黄晓明,阮经天,动作,武侠,中国大陆,4.6,0
1918,我知女人心,陈大明,刘德华,巩俐,喜剧,爱情,中国大陆,5.6,0
1919,胜者为王,刘伟强,郑伊健,陈小春,惊悚,犯罪,香港,7.3,1
1921,花木兰,马楚成,赵薇,陈坤,剧情,爱情,中国大陆,6.3,0
1922,看上去很美,张元,董博文,宁元元,剧情,喜剧,中国大陆,7.8,1
1923,意外的恋爱时光,黎志,房祖名,郭采洁,喜剧,爱情,中国大陆,5.7,0
1924,假装情侣,刘奋斗,黄渤,江一燕,喜剧,爱情,中国大陆,6.0,0
1925,站台,贾樟柯,王宏伟,赵涛,剧情,历史,中国,8.2,1
1926,夏日么么茶,马楚成,郑秀文,任贤齐,喜剧,爱情,香港,6.7,0
1927,无人驾驶,张扬,刘烨,高圆圆,剧情,爱情,中国大陆,6.2,0
1929,搞定岳父大人,李海蜀,徐峥,许绍雄,喜剧,爱情,中国大陆,6.4,0
1930,落叶归根,张扬,赵本山,郭德纲,喜剧,UNK,中国大陆,7.3,1
1931,PTU,杜琪峰,任达华,邵美琪,剧情,犯罪,香港,7.7,1
1932,龙虎门,叶伟信,甄子丹,谢霆锋,剧情,动作,中国大陆,5.7,0
1933,三枪拍案惊奇,张艺谋,小沈阳,闫妮,剧情,UNK,中国大陆,4.6,0
1934,那夜凌晨，我坐上了旺角开往大埔的红VAN,陈果,任达华,黄又南,悬疑,惊悚,香港,5.8,0
1936,花好月圆,叶锦鸿,杨千嬅,任贤齐,喜剧,UNK,香港,5.9,0
1937,男儿本色,陈木胜,谢霆锋,余文乐,动作,犯罪,中国大陆,6.8,0
1938,旺角黑夜,尔冬升,张柏芝,吴彦祖,剧情,动作,香港,7.2,1
1939,麦兜，菠萝油王子,袁建滔,李颖贤,吴君如,剧情,喜剧,香港,7.9,1
1941,七剑,徐克,甄子丹,黎明,剧情,动作,中国大陆,5.8,0
1942,蜀山传,徐克,郑伊健,张柏芝,动作,奇幻,中国大陆,6.2,0
1943,梅兰芳,陈凯歌,黎明,章子怡,剧情,传记,中国大陆,6.9,0
1944,韩城攻略,马楚成,梁朝伟,任贤齐,剧情,喜剧,香港,6.1,0
1946,孙子从美国来,曲江涛,罗京民,丁佳明,剧情,家庭,中国大陆,8.2,1
1947,九降风,林书宇,凤小岳,张捷,剧情,UNK,台湾,7.4,1
1948,光棍儿,郝杰,杨振君,叶兰,剧情,喜剧,中国大陆,8.1,1
1950,关云长,麦兆辉 ,甄子丹,姜文,剧情,动作,中国大陆,4.9,0
1951,铜雀台,赵林山,周润发,刘亦菲,剧情,古装,中国大陆,5.0,0
1956,控制,毕国智,吴彦祖,姚晨,动作,科幻,香港,5.8,0
1957,圣诞玫瑰,杨采妮,郭富城,桂纶镁,剧情,悬疑,中国大陆,6.1,0
1958,伊莎贝拉,彭浩翔,杜汶泽,梁洛施,剧情,UNK,香港,7.6,1
1960,龙之谷：破晓奇兵,宋岳峰,胡歌,景甜,动画,奇幻,中国大陆,7.4,1
1961,六福喜事,谷德昭,黄百鸣,曾志伟,喜剧,爱情,中国大陆,5.2,0
1962,幸福额度,陈正道,林志玲,廖凡,喜剧,爱情,中国大陆,5.9,0
1963,爱情呼叫转移Ⅱ：爱情左右,张建亚,林嘉欣,邓超,喜剧,爱情,中国,5.2,0
1965,维多利亚一号,彭浩翔,何超仪,陈奕迅,剧情,动作,香港,7.2,1
1966,超体,吕克·贝松,斯嘉丽·约翰逊,摩根·弗里曼,动作,科幻,法国,7.0,1
1967,银河护卫队,詹姆斯·古恩,克里斯·普拉特,佐伊·索尔达娜,喜剧,动作,美国,8.0,1
1968,鸟人,亚利桑德罗·冈萨雷斯·伊纳里多,迈克尔·基顿,爱德华·诺顿,剧情,奇幻,美国,7.9,1
1969,万物理论,詹姆斯·马什,埃迪·雷德梅恩,费莉西蒂·琼斯,剧情,爱情,英国,7.9,1
1970,美国队长2,安东尼·卢素 ,克里斯·埃文斯,斯嘉丽·约翰逊,动作,科幻,美国,8.0,1
1971,猩球崛起2：黎明之战,马特·里夫斯,安迪·瑟金斯,杰森·克拉科,剧情,动作,美国,7.5,1
1972,变形金刚4：绝迹重生,迈克尔·贝,马克·沃尔伯格,斯坦利·图齐,动作,科幻,美国,6.6,0
1973,华尔街之狼,马丁·斯科塞斯,莱昂纳多·迪卡普里奥,乔纳·希尔,剧情,喜剧,美国,7.6,1
1974,泰迪熊,塞思·麦克法兰,塞思·麦克法兰,马克·沃尔伯格,喜剧,UNK,美国,7.0,1
1975,驯龙高手2,迪恩·德布洛斯,杰伊·巴鲁切尔,凯特·布兰切特,喜剧,动画,美国,7.9,1
1976,金蝉脱壳,米凯尔·哈弗斯特罗姆,西尔维斯特·史泰龙,阿诺·施瓦辛格,动作,惊悚,美国,7.6,1
1977,饥饿游戏,盖瑞·罗斯,詹妮弗·劳伦斯,乔什·哈切森,动作,科幻,美国,6.6,0
1978,饥饿游戏2：星火燎原,弗朗西斯·劳伦斯,詹妮弗·劳伦斯,乔什·哈切森,动作,科幻,美国,7.3,1
1979,沉睡魔咒,罗伯特·斯特罗姆伯格,安吉丽娜·朱莉,艾丽·范宁,动作,爱情,美国,6.9,0
1980,超凡蜘蛛侠2,马克·韦布,安德鲁·加菲尔德,艾玛·斯通,动作,科幻,美国,7.3,1
1981,雷神2：黑暗世界,阿兰·泰勒,克里斯·海姆斯沃斯,汤姆·希德勒斯顿,动作,奇幻,美国,7.4,1
1982,分歧者：异类觉醒,尼尔·博格,谢琳·伍德蕾,提奥·詹姆斯,动作,爱情,美国,6.4,0
1983,哥斯拉,加里斯·爱德华斯,亚伦·泰勒-约翰逊,卡梅隆·CJ·亚当斯,动作,科幻,美国,6.4,0
1984,僵尸世界大战,马克·福斯特,布拉德·皮特,米瑞·伊诺丝,动作,科幻,美国,7.2,1
1985,林中小屋,德鲁·高达,克里斯汀·康奈利,理查德·詹金斯,喜剧,悬疑,美国,7.4,1
1986,普罗米修斯,雷德利·斯科特,劳米·拉佩斯,查理兹·塞隆,动作,科幻,美国,7.0,1
1987,美国队长,乔·庄斯顿,克里斯·埃文斯,海莉·阿特维尔,动作,科幻,美国,6.3,0
1988,黑衣人3,巴里·索南菲尔德,威尔·史密斯,汤米·李·琼斯,喜剧,动作,美国,7.5,1
1989,钢铁侠2,乔恩·费儒,小罗伯特·唐尼,格温妮斯·帕特洛,动作,科幻,美国,7.0,1
1990,安德的游戏,加文·胡德,阿萨·巴特菲尔德,哈里森·福特,动作,科幻,美国,6.9,0
1991,空中营救,佐米·希尔拉,连姆·尼森,朱丽安·摩尔,动作,悬疑,英国,7.5,1
1992,碟中谍3,J·J·艾布拉姆斯,汤姆·克鲁斯,菲利普·塞默·霍夫曼,动作,惊悚,美国,7.2,1
1993,海扁王,马修·沃恩,亚伦·泰勒-约翰逊,科洛·莫瑞兹,动作,惊悚,美国,7.6,1
1994,碟中谍2,吴宇森,汤姆·克鲁斯,多格雷·斯科特,动作,惊悚,美国,7.0,1
1995,暮光之城,凯瑟琳·哈德威克,克里斯汀·斯图尔特,罗伯特·帕丁森,剧情,爱情,美国,7.3,1
1996,加勒比海盗4：惊涛怪浪,罗伯·马歇尔,约翰尼·德普,佩内洛普·克鲁兹,动作,奇幻,美国,7.4,1
1997,超凡蜘蛛侠,马克·韦布,安德鲁·加菲尔德,艾玛·斯通,动作,科幻,美国,7.2,1
1998,水果硬糖,大卫·斯雷德,艾伦·佩吉,帕特里克·威尔森,剧情,惊悚,美国,7.5,1
1999,忍者神龟：变种时代,乔纳森·里贝斯曼,梅根·福克斯,威尔·阿奈特,喜剧,动作,美国,6.4,0
2000,遗落战境,约瑟夫·科辛斯基,汤姆·克鲁斯,摩根·弗里曼,动作,科幻,美国,6.8,0
2001,星运里的错,约什·布恩,谢琳·伍德蕾,安塞尔·艾尔高特,剧情,爱情,美国,7.7,1
2002,变形金刚3,迈克尔·贝,希亚·拉博夫,罗茜·汉丁顿-惠特莉,动作,科幻,美国,7.0,1
2003,爱丽丝梦游仙境,蒂姆·波顿,米娅·华希科沃斯卡,约翰尼·德普,家庭,奇幻,美国,7.0,1
