,title,director,actor0,actor1,genre0,genre1,district,rate,rm
2106,恋爱假期,南希·迈耶斯,卡梅隆·迪亚茨,凯特·温丝莱特,喜剧,爱情,美国,7.6,1
2107,弗兰克,伦尼·阿伯拉罕森,迈克尔·法斯宾德,玛吉·吉伦哈尔,剧情,UNK,英国,7.8,1
2108,极乐空间,尼尔·布洛姆坎普,马特·达蒙,朱迪·福斯特,剧情,动作,美国,6.1,0
2109,晚秋,金泰勇,汤唯,玄彬,剧情,UNK,韩国,6.9,0
2110,夺宝联盟,崔东勋,金允石,全智贤,动作,犯罪,韩国,7.1,1
2111,狼少年,赵成熙,宋仲基,朴宝英,爱情,奇幻,韩国,7.7,1
2112,走到尽头,金成勋,李善均,赵镇雄,动作,悬疑,韩国,7.7,1
2113,人间中毒,金大宇,宋承宪,林智妍,剧情,爱情,韩国,6.3,0
2114,建筑学概论,李勇周,李帝勋,严泰雄,爱情,UNK,韩国,7.5,1
2115,汉江怪物,奉俊昊,宋康昊,朴海日,剧情,科幻,韩国,7.1,1
2116,绝密跟踪,曹义锡‍ ,薛景求,郑雨盛,动作,犯罪,韩国,7.6,1
2117,亲切的金子,朴赞郁,李英爱,崔岷植,剧情,惊悚,韩国,7.6,1
2118,丑女大翻身,金容华,金雅中,朱镇模,喜剧,爱情,韩国,7.1,1
2119,老千2：神之手,姜炯哲,崔胜铉,申世京,剧情,犯罪,韩国,6.9,0
2120,触不到的恋人,李铉升,全智贤,李政宰,爱情,奇幻,韩国,7.9,1
2121,色即是空,尹齐均,任昌丁,河智苑,喜剧,爱情,韩国,7.2,1
2122,卑劣的街头,庾河,赵寅成,李宝英,动作,惊悚,韩国,7.8,1
2123,比悲伤更悲伤的故事,元泰渊,权相宇,李凡秀,剧情,爱情,韩国,7.7,1
2124,圣殇,金基德,李廷镇,赵敏修,剧情,UNK,韩国,7.7,1
2125,流感,金性洙,张赫,秀爱,剧情,惊悚,韩国,7.8,1
2126,我的黑色小礼服,许仁茂,尹恩惠,朴寒星,剧情,UNK,韩国,7.2,1
2127,热血青春,李莲雨,朴宝英,李钟硕,喜剧,爱情,韩国,6.8,0
2128,我的P.S.搭档,卞成贤,金雅中,池晟,喜剧,爱情,韩国,7.2,1
2129,柏林,柳昇完,河正宇,韩石圭,剧情,动作,韩国,7.1,1
2130,杀人漫画,金容钧,严基俊,李诗英,悬疑,惊悚,韩国,7.1,1
2131,盲,安相勋,金荷娜,俞承豪,悬疑,惊悚,韩国,7.4,1
2132,抓住那个家伙,郑根燮,金相庆,严正花,剧情,惊悚,韩国,7.8,1
2133,只有你,宋一坤,苏志燮,韩孝珠,剧情,爱情,韩国,7.6,1
2134,道熙呀,郑朱莉,裴斗娜,金赛纶,剧情,UNK,韩国,7.5,1
2135,不可饶恕,金亨俊,薛景求,韩惠珍,惊悚,UNK,韩国,7.7,1
2136,嫌疑人X的献身,方银振,李瑶媛,柳昇范,剧情,爱情,韩国,7.4,1
2137,我要复仇,朴赞郁,宋康昊,申河均,剧情,惊悚,韩国,7.9,1
2138,王的男人,李濬益,甘宇成,李准基,剧情,惊悚,韩国,6.8,0
2139,好朋友们,李道允,朱智勋,池晟,剧情,犯罪,韩国,7.5,1
2140,邻居,金辉,金允珍,金赛纶,剧情,惊悚,韩国,7.4,1
2141,我是杀人犯,郑秉吉,郑在咏,朴施厚,动作,惊悚,韩国,7.5,1
2142,欢迎来到东莫村,朴光铉,申河均,郑在咏,剧情,喜剧,韩国,8.1,1
2143,海雾,沈成宝,金允石,朴有天,剧情,惊悚,韩国,6.9,0
2144,蔷花，红莲,金知云,林秀晶,文根英,剧情,悬疑,韩国,7.2,1
2145,韩公主,李秀镇,千禹熙,郑仁善,剧情,UNK,韩国,7.5,1
2146,创可贴,郑基训,韩孝珠,高修,剧情,爱情,韩国,7.3,1
2147,那小子真帅,李焕庆,宋承宪,郑多彬,喜剧,爱情,韩国,6.7,0
2148,与犯罪的战争：坏家伙的全盛时代,尹钟彬,崔岷植,河正宇,剧情,犯罪,韩国,7.6,1
2149,率性而活,罗喜灿,郑在咏,孙秉浩,喜剧,UNK,韩国,8.2,1
2151,世上最美的离别,闵奎东,徐英姬,金甲洙,剧情,家庭,韩国,8.3,1
2152,萨玛利亚女孩,金基德,韩业云,郭智敏,剧情,情色,韩国,7.5,1
2153,观相,韩在林,宋康昊,李政宰,剧情,历史,韩国,7.1,1
2154,密阳,李沧东,全度妍,宋康昊,剧情,爱情,韩国,7.8,1
2155,悲伤电影,权宗官,郑雨盛,车太贤,剧情,喜剧,韩国,7.8,1
2156,老千,崔东勋,曹承佑,金惠秀,剧情,犯罪,韩国,7.3,1
2157,摩天楼,金志勋,金相庆,薛景求,剧情,动作,韩国,7.3,1
2158,七天,元新渊,金允珍,朴熙顺,惊悚,犯罪,韩国,7.5,1
2159,我妻子的一切,闵奎东,林秀晶,李善均,喜剧,爱情,韩国,7.3,1
2160,人狗奇缘,朴恩亨 ,俞承豪,Dal-i,剧情,儿童,韩国,8.4,1
2161,恋爱的温度,鲁德,李民基,金敏喜,剧情,爱情,韩国,7.3,1
2162,时间,金基德,成贤娥,河正宇,剧情,爱情,韩国,7.5,1
2163,老师的恩惠,林大雄,徐英姬,吴美熙,悬疑,惊悚,韩国,6.7,0
2164,诗,李沧东,尹静姬,李大为,剧情,UNK,韩国,8.3,1
2165,优雅的谎言,李翰,金喜爱,高雅星,剧情,悬疑,韩国,7.5,1
2166,傻瓜,金正权,车太贤,河智苑,喜剧,爱情,韩国,7.6,1
2167,绿洲,李沧东,薛景求,文素丽,剧情,爱情,韩国,8.4,1
2168,那家伙的声音,朴镇彪,薛景求,姜东元,剧情,惊悚,韩国,7.3,1
2169,铁线虫入侵,朴正祐,金明民,金烔完,剧情,惊悚,韩国,6.5,0
2170,嫌疑人,元新渊,孔侑,朴熙顺,动作,UNK,韩国,7.1,1
2171,华丽的外出,高京娥,金善英,边俊石,剧情,UNK,韩国,5.4,0
2172,我的小小新娘,金豪俊,金来沅,文根英,喜剧,爱情,韩国,7.0,1
2173,华颐：吞噬怪物的孩子,张俊焕,金允石,吕珍九,动作,惊悚,韩国,7.2,1
2174,方子传,金大宇,柳昇范,金柱赫,情色,历史,韩国,5.8,0
2175,收件人不详,金基德,杨东根,金英民,剧情,战争,韩国,8.4,1
2176,莫比乌斯,金基德,赵宰贤,徐英洙,剧情,惊悚,韩国,5.8,0
2177,弓,金基德,韩业云,全成焕,剧情,爱情,韩国,7.9,1
2179,高地战,张勋,申河均,高修,剧情,战争,韩国,8.3,1
2180,我的见鬼女友,黄仁镐,孙艺珍,李民基,喜剧,爱情,韩国,6.8,0
2181,狼的诱惑,金泰均,姜东元,赵汉善,剧情,动作,韩国,6.8,0
2182,实尾岛,康佑硕,薛景求,安圣基,剧情,动作,韩国,7.9,1
2183,后宫：帝王之妾,金大承,金民俊,赵汝贞,剧情,情色,韩国,5.5,0
2184,孩子们,李圭满,朴勇宇,柳承龙,悬疑,惊悚,韩国,7.4,1
2185,同窗,朴信宇,崔胜铉,汉艺利,剧情,动作,韩国,6.5,0
2186,呼吸,金基德,张震,河正宇,剧情,UNK,韩国,7.2,1
2187,捉迷藏,许政,孙贤周,文晶熙,悬疑,惊悚,韩国,6.7,0
2188,金馆长对金馆长对金馆长,朴成均Seong-gyun Park,申贤俊 Shin Hyeon-jun,崔成国 Choi Seong-gun,喜剧,动作,韩国,6.3,0
2189,计划男,成时翕,郑在咏,韩智敏,喜剧,音乐,韩国,7.4,1
2191,宝贝和我,金镇英,张根硕,文梅森,喜剧,UNK,韩国,7.1,1
2192,特工强档,申太罗,金荷娜,姜至奂,喜剧,动作,韩国,6.7,0
2193,两个月亮,金东濒,朴寒星,金知硕,恐怖,UNK,韩国,6.7,0
2194,天国的邮递员,李亨民,金在中,韩孝珠,剧情,爱情,韩国,7.1,1
2195,野蛮师姐,郭在容,全智贤,张赫,剧情,喜剧,韩国,6.8,0
2196,密爱,边永柱,金允珍,李宗元,剧情,爱情,韩国,6.2,0
2197,朋友,郭暻泽,张东健,刘五性,剧情,动作,韩国,7.7,1
2198,朋友2,郭暻泽,刘五性,朱镇模,动作,UNK,韩国,6.5,0
2199,方糖,李焕庆,林秀晶,金裕贞,剧情,爱情,韩国,8.0,1
2200,偷心贼,李贤中,金雅中,周元,喜剧,爱情,韩国,6.3,0
2201,寻找金钟旭,张幼珍,林秀晶,孔侑,喜剧,爱情,韩国,7.3,1
2202,冠军,李焕庆,车太贤,朴河宣,剧情,运动,韩国,8.0,1
2203,海盗,李石勋,金南佶,孙艺珍,动作,冒险,韩国,6.4,0
2204,登陆之日,姜帝圭,张东健,范冰冰,剧情,爱情,韩国,7.1,1
2205,女高怪谈3：狐狸阶梯,尹载然,宋智孝,朴寒星,剧情,恐怖,韩国,6.6,0
2206,美人图,田允秀,金圭丽,金英浩,爱情,情色,韩国,6.7,0
2207,假面,梁允豪,金康宇,金圭丽,剧情,悬疑,韩国,7.5,1
2208,公司职员,林相润,苏志燮,李美妍,剧情,动作,韩国,6.5,0
2209,我们的幸福时光,宋海星,李奈映,姜东元,爱情,UNK,韩国,8.1,1
2210,委托人,孙英胜,河正宇,张赫,剧情,惊悚,韩国,7.1,1
2211,嚎叫,庾河,宋康昊,李奈映,惊悚,UNK,韩国,6.5,0
2212,少年菀得,李翰,刘亚仁,金允石,剧情,动作,韩国,7.9,1
2213,粉红色高跟鞋,金容钧,金惠秀,金圣洙,剧情,爱情,韩国,6.2,0
2214,绿头苍蝇,梁益俊,金花雨,梁益俊,剧情,犯罪,韩国,8.1,1
2215,红字,边赫,韩石圭,李恩珠,剧情,悬疑,韩国,7.4,1
2216,群盗：民乱的时代,尹钟彬,河正宇,姜东元,动作,古装,韩国,6.3,0
2217,好雨时节,许秦豪,高圆圆,郑雨盛,剧情,爱情,韩国,6.4,0
2218,海云台,尹齐均,薛景求,河智苑,剧情,动作,韩国,6.7,0
2219,神之一手,赵范九,郑雨盛,安圣基,动作,犯罪,韩国,6.5,0
2220,请别相信她,裴炯俊,金荷娜,姜东元,喜剧,爱情,韩国,7.1,1
2221,爱情小说,全桂洙,孔晓振,河正宇,爱情,UNK,韩国,6.7,0
2222,马粥街残酷史,庾河,权相宇,李廷镇,剧情,历史,韩国,7.6,1
2223,笔仙,安兵基,李世恩,金圭莉,恐怖,UNK,韩国,6.3,0
2224,电影就是电影,张勋,苏志燮,姜至奂,剧情,动作,韩国,7.5,1
2225,奥罗拉公主,方银振,严正花,文成根,剧情,悬疑,韩国,7.1,1
2226,田禹治,崔东勋,姜东元,林秀晶,喜剧,动作,韩国,7.2,1
2227,美娜的文具店,郑益奂,崔江熙,奉太奎,剧情,喜剧,韩国,7.0,1
2228,痛症,郭暻泽,权相宇,郑丽媛,剧情,爱情,韩国,6.9,0
2229,百万富翁的初恋,金泰均,玄彬,李沇熹,爱情,UNK,韩国,6.6,0
2230,外出,许秦豪,裴勇俊,孙艺珍,剧情,爱情,韩国,6.4,0
2231,神汉流氓,赵珍奎,朴信阳,金正泰,喜剧,犯罪,韩国,7.0,1
2232,向左爱·向右爱,李翰,车太贤,孙艺珍,剧情,爱情,韩国,7.5,1
2233,宠物情人,金炳坤,张根锡,金荷娜,剧情,喜剧,韩国,5.7,0
2234,纯情漫画,柳长河,刘智泰,李沇熹,爱情,UNK,韩国,7.3,1
2235,共犯,国东锡,孙艺珍,金甲洙,惊悚,犯罪,韩国,6.4,0
2236,奶奶强盗团,姜孝镇,金惠玉,罗文姬,剧情,喜剧,韩国,7.7,1
2237,当男人恋爱时,韩东旭,黄政民,韩惠珍,爱情,UNK,韩国,7.2,1
2238,搭讪的法则,吴基焕,孙艺珍,宋一国,喜剧,爱情,韩国,6.4,0
2239,逆鳞,李宰圭,玄彬,郑在咏,剧情,历史,韩国,6.3,0
2240,妈妈别哭,金容汉,柳善,南宝拉,剧情,UNK,韩国,5.8,0
2241,恩娇,郑址宇,朴海日,金武烈,爱情,UNK,韩国,6.6,0
2242,恋爱操作团,金炫锡,严泰雄,李珉廷,喜剧,爱情,韩国,6.8,0
2243,今天,李廷香,宋慧乔,宋昌义,剧情,UNK,韩国,7.5,1
2244,夜关门：欲望之花,林庆洙,申星一,裴瑟琪,剧情,爱情,韩国,5.2,0
2245,屏息,赵容善,李钟硕,徐仁国,爱情,运动,韩国,6.4,0
2246,哭泣的男人,李桢凡,张东健,金敏喜,动作,UNK,韩国,6.2,0
2247,最终兵器：弓,金韩民,朴海日,柳承龙,动作,历史,韩国,7.0,1
2248,高龄化家族,宋海星,朴海日,尹宰文,剧情,喜剧,韩国,7.2,1
2249,庆州,张律,朴海日,申敏儿,剧情,UNK,韩国,7.3,1
2250,恐怖故事2,金成浩 ,李洙赫,金瑟祺,恐怖,UNK,韩国,5.8,0
2251,火车,边永柱,李善均,金敏喜,剧情,悬疑,韩国,6.8,0
2252,我的野蛮女老师,金庆尚,权相宇,金荷娜,喜剧,爱情,韩国,6.6,0
2253,女高怪谈4：声音,崔益焕,金玉彬,徐智慧,剧情,恐怖,韩国,6.4,0
2254,西洋古董洋果子店,闵奎东,朱智勋,金材昱,剧情,喜剧,韩国,7.1,1
2255,恋爱进行时,李言熙,林秀晶,金来沅,爱情,UNK,韩国,7.6,1
2256,我的老婆是大佬,赵珍奎,崔民秀,李应敬,喜剧,动作,韩国,6.4,0
2257,假发,元新渊,蔡敏瑞,柳善,剧情,恐怖,韩国,6.0,0
2258,断箭,郑智泳,安圣基,朴元尚,剧情,UNK,韩国,7.8,1
2259,两个婚礼一个葬礼,金赵光寿,金东允,宋勇镇,喜剧,爱情,韩国,6.4,0
2260,彷徨之刃,李正浩,郑在咏,李成民,剧情,悬疑,韩国,6.9,0
2261,结婚前夜,洪智暎,金康宇,朱智勋,爱情,UNK,韩国,6.4,0
2262,芭比,李尚宇,李天熙,金赛纶,剧情,UNK,韩国,6.8,0
2263,双面君王,秋昌民,李秉宪,沈恩京,剧情,历史,韩国,7.2,1
2264,向日葵,姜石范,金来沅,韩正洙,剧情,动作,韩国,7.9,1
2265,好家伙、坏家伙、怪家伙,金知云,宋康昊,李秉宪,动作,西部,韩国,6.7,0
2268,猫：看见死亡的双眼,Byun Seung-Wook,朴敏英,金艺纶,惊悚,恐怖,韩国,6.1,0
2270,优雅的世界,韩在林,宋康昊,朴智英,喜剧,家庭,韩国,7.5,1
2271,悲梦,金基德,小田切让,李奈映,剧情,爱情,韩国,7.0,1
2272,猛男诞生记,申汉率,奉太奎,尹汝贞,喜剧,情色,韩国,5.6,0
2273,珍妮和朱诺,金豪俊,金彗星,朴敏智,喜剧,UNK,韩国,6.8,0
2274,国家代表,金容华,河正宇,金东旭,剧情,运动,韩国,8.0,1
2275,马拉松,郑胤澈,曹承佑,李基英,剧情,UNK,韩国,8.2,1
2276,甜蜜的人生,金知云,李秉宪,申敏儿,剧情,动作,韩国,7.3,1
2277,爱，不爱,李胤基,玄彬,林秀晶,剧情,爱情,韩国,6.7,0
2278,不当交易,柳昇完,柳昇范,黄政民,悬疑,惊悚,韩国,7.1,1
2279,人形师,郑勇基,金有美,林恩京,恐怖,UNK,韩国,6.6,0
2280,我的老婆是大佬3,赵珍奎,舒淇,李凡秀,剧情,喜剧,韩国,6.0,0
2281,随风而逝,金柱浩,车太贤,李彩英,喜剧,动作,韩国,6.7,0
2282,白兰,宋海星,张柏芝,崔岷植,剧情,爱情,韩国,7.3,1
2283,读心术,权昊英,金康宇,金汎,剧情,悬疑,韩国,6.0,0
2284,义兄弟,张勋,宋康昊,姜东元,剧情,惊悚,韩国,7.2,1
2286,机器人之恋,朴赞郁,郑智薰,林秀晶,剧情,喜剧,韩国,6.5,0
2287,现在和相爱的人在一起吗?,郑允秀,严正花,韩彩英,剧情,爱情,韩国,6.4,0
2288,美景之屋,李洙成,Kwak Hyeon-hwa,许娜京,爱情,UNK,韩国,4.6,0
2289,26年,曹根贤,晋久,任瑟雍,剧情,UNK,韩国,7.0,1
2290,汉城大劫案,崔东勋,朴信阳,廉晶雅,动作,犯罪,韩国,7.3,1
2292,舞女纯情,朴英勋,文根英,朴健衡 Park Geon-Hyeong,剧情,喜剧,韩国,6.9,0
2293,胡狼来了,裴亨俊,宋智孝,金在中,剧情,喜剧,韩国,5.3,0
2294,下水井,Jae-Young Shin,郑京浩,金赛纶,剧情,悬疑,韩国,5.2,0
2296,波浪预报,田允秀,车太贤,宋慧乔,爱情,UNK,韩国,6.5,0
2297,为了皇帝,朴相骏,李民基,朴圣雄,动作,惊悚,韩国,5.2,0
2298,公寓,安兵基,高素荣,姜成珍,恐怖,UNK,韩国,6.3,0
2299,标靶,尹鸿承,柳承龙,刘俊相,动作,惊悚,韩国,6.3,0
2300,孝子洞理发师,林赞相,宋康昊,文素丽,剧情,喜剧,韩国,7.9,1
2301,深海之战,金志勋,河智苑,安圣基,动作,科幻,韩国,5.1,0
2302,车警官,申太罗,姜至奂,成宥利,喜剧,爱情,韩国,6.2,0
2303,奇谈,郑凡植 ,金甫京,金太祐,剧情,恐怖,韩国,6.9,0
2305,金钱之味,林常树,金康宇,尹汝贞,剧情,UNK,韩国,5.2,0
2306,曾是超人的男子,郑胤澈,黄政民,全智贤,剧情,喜剧,韩国,7.3,1
2307,游戏,尹仁灏,申河均,边熙峰,剧情,惊悚,韩国,7.3,1
2308,荆棘,金泰均,张赫,赵宝儿,剧情,惊悚,韩国,6.4,0
2309,春逝,许秦豪,李英爱,刘智泰,剧情,爱情,韩国,7.8,1
2310,苔藓,康佑硕,郑在咏,朴海日,悬疑,UNK,韩国,6.9,0
2311,爱情储蓄罐,金正焕,宋仲基,韩艺瑟,喜剧,爱情,韩国,6.6,0
2312,谁和她睡过了,金佑成,金莎朗,朴俊奎,喜剧,UNK,韩国,5.5,0
2313,向着炮火,李载汉,权相宇,崔胜铉,战争,UNK,韩国,6.8,0
2314,黄真伊,张允炫,宋慧乔,刘智泰,剧情,爱情,韩国,6.1,0
2315,奴隶情人,申东烨,金载沅,河智苑,喜剧,爱情,韩国,6.4,0
2316,长腿叔叔,孔正植,河智苑,延政勋,剧情,喜剧,韩国,6.7,0
2317,海岸线,金基德,张东健,朴智娥,剧情,动作,韩国,7.4,1
2318,男人使用说明书,李元硕,吴政世,李诗英,喜剧,爱情,韩国,5.6,0
2319,生活的发现,洪尚秀,金相庆,秋相美,剧情,UNK,韩国,7.6,1
2320,平行理论,权昊英,河正宇,池珍熙,悬疑,惊悚,韩国,6.4,0
2322,中毒,朴英勋,李秉宪,李美妍,剧情,爱情,韩国,7.1,1
2324,深夜调频,金相万,秀爱,刘智泰,惊悚,UNK,韩国,6.3,0
2325,两个女人,郑允秀,申恩庆,郑俊浩,剧情,爱情,韩国,5.9,0
2326,朝鲜名侦探：高山乌头花的秘密,金锡允,金明民,韩智敏,喜剧,犯罪,韩国,6.6,0
2327,捉奸侦探,金亨俊,朴熙顺,朱相昱,剧情,喜剧,韩国,6.0,0
2328,谁都有秘密,张贤洙,李秉宪,崔智友,喜剧,爱情,韩国,6.4,0
2329,幸福,许秦豪,林秀晶,黄政民,剧情,爱情,韩国,7.3,1
2331,传说的拳头,康佑硕,黄政民,尹宰文,动作,UNK,韩国,6.6,0
2332,云霄飞车,河正宇,郑京浩,金成钧,喜剧,UNK,韩国,6.1,0
2333,在异国,洪尚秀,伊莎贝尔·于佩尔,刘俊相,剧情,爱情,韩国,6.7,0
2334,少女怪谈,吴仁天,姜河那,金素恩,恐怖,UNK,韩国,5.3,0
2335,我们善熙,洪尚秀,郑有美,李善均,剧情,UNK,韩国,6.7,0
2336,B型男友,崔锡元,李东健,韩智慧,喜剧,爱情,韩国,6.2,0
2337,北村方向,洪尚秀,刘俊相,宋宣美,剧情,UNK,韩国,7.5,1
2338,千年狐,李成康,孙艺珍,孔炯真,剧情,动画,韩国,7.2,1
2339,绑架门口狗,奉俊昊,李成宰,裴斗娜,喜剧,UNK,韩国,7.4,1
2340,青春,郭志均,金来沅,裴斗娜,剧情,爱情,韩国,6.5,0
2341,醉画仙,林权泽,崔岷植,安圣基,剧情,传记,韩国,7.5,1
2342,梦精记,丁楚信,李凡秀,金宣儿,喜剧,情色,韩国,5.8,0
2343,考死2：教学实习,俞善东,黄静音,朴智妍,恐怖,UNK,韩国,5.4,0
2344,我的亲密敌人,林常树,柳昇范,高俊熙,剧情,动作,韩国,4.7,0
2346,鬼铃,安兵基,河智苑,UNK,剧情,科幻,韩国,6.7,0
2347,R2B：回到基地,金东元,郑智薰,申世京,剧情,动作,韩国,6.6,0
2348,妻子结婚了,郑允秀,金柱赫,孙艺珍,喜剧,爱情,韩国,6.2,0
2349,一对一,金基德,马东锡,李利景,惊悚,犯罪,韩国,5.7,0
2350,处女心经,洪尚秀,李恩珠,文成根,爱情,UNK,韩国,6.9,0
2351,顶楼大象,郑升求,张赫,李相宇,剧情,UNK,韩国,4.6,0
2352,舞蹈皇后,李石勋,黄政民,严正花,剧情,喜剧,韩国,7.4,1
2353,间谍,Seung-joon Lee,薛景求,文素丽,喜剧,UNK,韩国,6.1,0
2354,妈妈,崔益焕,严正花,金海淑,剧情,家庭,韩国,7.5,1
2355,南方大作战,林顺礼,金允石,吴妍秀,剧情,喜剧,韩国,7.4,1
2356,医生,金成洪,金昌完,裴素恩,惊悚,UNK,韩国,4.2,0
2357,白色：诅咒的旋律,金曲 ,咸恩静,Maydoni,恐怖,UNK,韩国,6.0,0
2358,幸福出租车,박창진,金善英,吴仁惠,剧情,喜剧,韩国,4.2,0
2359,韩塞尔与葛雷特,任弼星,千正明,陈智熙,剧情,悬疑,韩国,7.0,1
2360,抽象画中的越南少女,金泰经,车艺莲,赵安,恐怖,UNK,韩国,5.9,0
2361,蓝盐,李铉升,宋康昊,申世京,剧情,犯罪,韩国,6.0,0
2362,娘家母亲,刘成烨,金海淑,朴真熙,剧情,UNK,韩国,8.6,1
2363,可疑的顾客们,曹镇模,柳昇范,允荷,喜剧,UNK,韩国,7.5,1
2364,演员就是演员,申渊植,李准,徐英姬,剧情,UNK,韩国,6.0,0
2365,10分钟,李勇胜,白钟焕,Jong-gu Kim,剧情,UNK,韩国,7.2,1
2366,犯罪少年,疆利官,李贞贤,徐英洙,剧情,家庭,韩国,7.0,1
2368,六年之痒,朴贤真,金荷娜,尹继尚,爱情,UNK,韩国,6.9,0
2369,罗密欧点,孔水昌,甘宇成,朴元尚,剧情,动作,韩国,6.8,0
2370,不是任何人女儿的海媛,洪尚秀,李善均,郑恩彩,剧情,爱情,韩国,6.7,0
2371,朝鲜美女三剑客,朴济铉,河智苑,姜艺媛,动作,古装,韩国,4.7,0
2372,基因危机：天才科学家的五日,金性秀,西岛秀俊,金孝珍,剧情,惊悚,韩国,6.3,0
2373,精彩的一天,李胤基,全度妍,吴智恩,剧情,爱情,韩国,7.4,1
2374,拯救地球！,张俊焕,申河均,白允植,剧情,喜剧,韩国,7.6,1
2375,情侣们,郑勇基,金柱赫,李诗英,喜剧,爱情,韩国,7.2,1
2376,八面玲珑的申小姐,朴庸集,韩艺瑟,李宗赫,喜剧,爱情,韩国,6.3,0
2377,强哲,安权太,刘亚仁,金海淑,剧情,UNK,韩国,6.3,0
2378,夜之女王,金济英,千正明,金敏贞,喜剧,爱情,韩国,6.0,0
2381,我的野蛮初恋,吴钟禄,车太贤,孙艺珍,剧情,喜剧,韩国,6.4,0
2382,我的哥哥,安权太,元斌,申河均,剧情,家庭,韩国,7.7,1
2385,盗亦有道,郑勇基,李凡秀,金秀路,剧情,动作,韩国,6.6,0
2386,高跟鞋,张镇,车胜元,吴政世,剧情,动作,韩国,6.5,0
2388,传说中的故乡,金志焕,朴信惠,在 熙,剧情,恐怖,韩国,5.7,0
2389,大庆典,李海暎,申河均,严志媛,喜剧,UNK,韩国,6.4,0
2390,菊花香,李政旭,张真英,朴海日,剧情,爱情,韩国,7.3,1
2391,愉快的人生,李濬益,郑镇荣,张根硕,剧情,喜剧,韩国,7.5,1
2393,提线木偶,权英乐,李忠秀,具智成,惊悚,恐怖,韩国,4.3,0
2394,花美男连锁恐怖事件,李卷,金起范,崔始源,剧情,UNK,韩国,6.2,0
2395,哭泣的拳头,柳昇完,崔岷植,柳昇范,剧情,运动,韩国,7.5,1
2397,11时,金炫锡,郑在咏,金玉彬,惊悚,UNK,韩国,6.2,0
2398,对不起，谢谢你,林顺礼 ,金智昊,文晶熙,剧情,UNK,韩国,7.7,1
2399,逃学威凤,朴光椿,金宣儿,金甲洙,喜剧,爱情,韩国,6.6,0
2400,梨泰院杀人事件,洪基善,张根硕,郑镇荣,悬疑,惊悚,韩国,6.5,0
2401,家族荣誉4：家门的受难,郑勇基,申贤俊,卓在勋,剧情,喜剧,韩国,6.7,0
2405,畅销书,李正浩,严正花,柳承龙,悬疑,UNK,韩国,6.3,0
2407,第二次爱情,金镇雅,维拉·法米加,河正宇,剧情,UNK,韩国,7.1,1
2408,577计划,Yi Keun-Woo,孔晓振,河正宇,剧情,喜剧,韩国,7.4,1
2410,夜与日,洪尚秀,金英浩,朴恩惠,剧情,UNK,韩国,7.7,1
2411,温暖的告别,南泽秀,李弘基,白珍熙,剧情,音乐,韩国,7.3,1
2412,秘密爱,柳勋 ,刘智泰,尹珍序,剧情,UNK,韩国,5.5,0
2413,青春漫画,李翰,权相宇,金荷娜,喜剧,爱情,韩国,6.5,0
2414,人类灭亡报告书,金知云 ,金康宇,金圭丽,剧情,科幻,韩国,6.0,0
2416,你是我的命运,朴珍杓,全度妍,黄政民,剧情,爱情,韩国,7.8,1
2417,两个坏小子,朴宪洙,车太贤,朴重勋,喜剧,动作,韩国,7.1,1
2418,玛德琳,朴光椿,赵寅成,申敏儿,爱情,UNK,韩国,7.1,1
2419,朝韩梦之队,文贤盛,河智苑,裴斗娜,运动,UNK,韩国,6.5,0
2421,IRIS电影版,梁允豪 ,李秉宪,金泰熙,剧情,犯罪,韩国,5.4,0
2422,无防备都市,李相基,金明敏,孙艺珍,动作,犯罪,韩国,6.3,0
2423,家族荣誉,郑兴顺,郑俊浩,金晶恩,喜剧,爱情,韩国,6.4,0
2425,官能的法则,权七仁,严正花,文素丽,喜剧,爱情,韩国,6.2,0
2426,崭新的生活,Ounie Lecomte,金赛纶,朴度妍,剧情,UNK,韩国,7.9,1
2427,永无结局的故事,郑用柱,严泰雄,郑丽媛,喜剧,爱情,韩国,6.7,0
2428,少女,崔真星,金时厚,金允慧,爱情,恐怖,韩国,5.5,0
2429,超能力者,金民锡,姜东元,高修,科幻,UNK,韩国,5.7,0
2430,飞吧，爸爸,崔宗泰,李准基,李文植,剧情,UNK,韩国,6.8,0
2431,淘气少女求爱记,尹学烈,张娜拉,朴正哲,剧情,喜剧,韩国,6.4,0
2432,90分钟,PARK Sun-Uk,张美仁爱,朱相昱,惊悚,UNK,韩国,4.8,0
2433,灵,金泰经,金荷娜,南相美,恐怖,UNK,韩国,6.8,0
2434,火山高校,金泰均,张赫,申敏儿,动作,奇幻,韩国,5.9,0
2435,爱的蹦极,金大胜,李秉宪,李恩珠,剧情,爱情,韩国,7.4,1
2437,落跑老爸,赵东五,申河均,李敏豪,喜剧,动作,韩国,6.6,0
2438,夏夏夏,洪尚秀,金相庆,文素丽,剧情,喜剧,韩国,7.5,1
2440,S日记,权宗官,金宣儿,张赫,喜剧,爱情,韩国,7.0,1
2441,我的帕瓦罗蒂,尹宗灿,李帝勋,韩石圭,剧情,音乐,韩国,7.2,1
2443,初恋大作战,Ahn Cheol-ho,黄雨瑟惠,谢姬,喜剧,爱情,韩国,5.0,0
2444,怪物,黄仁镐,李民基,金高恩,惊悚,UNK,韩国,5.6,0
2445,丰山犬,全宰洪,尹继尚,金圭丽,剧情,UNK,韩国,6.8,0
2446,懂得又如何,洪尚秀,金太祐,严志媛,剧情,UNK,韩国,7.1,1
